Id,Predicted
0,9.244468955966624
1,0.6799930476432374
2,12.348055494420887
3,14.533610344859182
4,6.614884960553018
5,6.7082673716760945
6,8.622884275725868
7,10.135934903518754
8,12.671399496558415
9,5.902113731860418
10,5.938000639574464
11,7.810900102492306
12,8.809293760620362
13,3.495483693426004
14,4.4975619055975375
15,5.630070603090436
16,1.2477997618965047
17,3.9498253335646227
18,6.1360872827937305
19,1.2037570830600557
20,1.5563998034497448
21,7.684166649380841
22,2.101472306093992
23,7.292416661341709
24,3.0855103254168057
25,7.608463637441059
26,5.657572530596513
27,6.727821440255159
28,3.556658636523279
29,12.324115712187954
30,2.8445328671190753
31,6.507643828256108
32,2.2068540404371193
33,9.123694464428453
34,13.45002822046871
35,11.339422282336997
36,8.487343972125828
37,11.296555366805359
38,10.396399694997175
39,13.341530015183098
40,6.611747631861086
41,5.999475702127945
42,11.137289021492089
43,7.553252273387965
44,3.1717824640207883
45,13.534613374922424
46,8.438593824179973
47,9.287259036396339
48,11.26491854228276
49,7.426164138283184
50,9.110574609575954
51,10.120684294529772
52,11.242399519945511
53,6.269101793054625
54,6.651093946477751
55,4.442712769537112
56,5.180176266277943
57,7.089202198931408
58,9.979401470001507
59,6.24802398478786
60,5.046479545318163
61,3.7796567497794236
62,2.2157546350680635
63,1.3438471508104621
64,8.792645974172526
65,20.41505178905793
66,12.64185344848922
67,9.768797636554384
68,12.258393770502463
69,6.8491278214407085
70,3.910032781029379
71,6.943424149936823
72,14.112591453288475
73,10.910093273592167
74,8.583719529183162
75,7.560611924713338
76,8.570847439385028
77,21.060588863226094
78,11.6849473994109
79,14.130361423993364
80,6.701643353172451
81,5.634505943471854
82,12.348288177935302
83,13.557910172496952
84,1.3170957515034178
85,5.538962947821684
86,3.3151870454777947
87,6.944536694052259
88,25.11032893832061
89,12.842914920315776
