Id,Predicted
0,5.206572098421417
1,5.1392916197461735
2,11.446143233094167
3,11.515597778737064
4,4.744719196670919
5,8.901065534719207
6,10.377162488616452
7,8.876989236227978
8,10.401254513688299
9,3.599492219913485
10,8.241574301069095
11,8.78940638379928
12,8.203512104761362
13,5.370025271253732
14,5.104438755611183
15,2.209991383037301
16,-1.031178830059499
17,4.109371203610225
18,7.85918900009379
19,2.910796473966701
20,2.288973255695848
21,5.620920761846942
22,4.160409406029007
23,3.4986897935764203
24,6.643397880089328
25,5.236960957178744
26,4.975786526297138
27,9.074764491067484
28,8.439853787394874
29,7.4211111159259495
30,3.2615273510052227
31,6.53744857834538
32,1.711204678137176
33,7.627239995402129
34,12.718818418435118
35,5.3498609465421945
36,8.390096082865393
37,9.552739740841524
38,9.52244034759262
39,11.25059838932507
40,5.773823556279088
41,8.139791283101951
42,13.67325366843247
43,7.956107677233525
44,-0.2951048285065528
45,9.186481616448171
46,9.61996283871644
47,10.946241926950558
48,10.462007284096012
49,10.600379267029014
50,10.692952474710399
51,8.736294560509135
52,10.163068501553125
53,3.152778760828398
54,8.618681147710971
55,6.020581196677852
56,4.011327573301644
57,9.563294692664796
58,9.352225497953139
59,2.927520577727726
60,5.989437558192672
61,5.5672225161249695
62,6.083054196096722
63,1.541891086655357
64,13.804816927758388
65,11.823090671116542
66,9.197445525860342
67,11.697459467565654
68,6.542778924951141
69,11.581052962195727
70,4.769710244890155
71,9.147429766539393
72,13.907707668661821
73,13.625599779096374
74,8.58898252989258
75,9.037747033634531
76,18.785923766066542
77,19.442724081284144
78,8.424126166506683
79,11.858200374982875
80,6.43424640618642
81,6.079949204972665
82,15.557139460510637
83,19.11421054232206
84,4.0741755371141455
85,5.097692621674043
86,5.224024598629086
87,7.7023004331770695
88,24.199610711964493
89,10.645259267141526
