Id,Predicted
0,10.555441516229381
1,2.648234396274956
2,12.123804328588466
3,14.764994033984964
4,7.807797161850913
5,9.123707166877741
6,11.026287344762622
7,12.788171251293734
8,14.715901358323626
9,7.610701634009691
10,7.378798753301753
11,9.745484597988964
12,10.306291598080568
13,6.169703164018971
14,5.840996321825511
15,6.9219847578127585
16,3.8713966989771627
17,5.095015593651491
18,8.270058513410026
19,4.389024981519599
20,3.7323305585940947
21,8.80764191818753
22,4.528660733248576
23,7.627976403936383
24,4.883247511767694
25,10.04021435953205
26,7.1040719055398025
27,9.424253617418731
28,5.061474752242358
29,12.586877172096152
30,3.628215593399857
31,7.891626855397556
32,4.1451727144911885
33,9.555762354201642
34,14.299334896758786
35,12.446342700350462
36,10.083266053213856
37,12.474974138423207
38,11.620046626613618
39,14.127955230988853
40,7.7025597798222405
41,7.281251887818951
42,11.427258301658101
43,8.946272518250579
44,4.015272268282887
45,13.471880540940528
46,11.184495944425946
47,12.270713048307202
48,14.09208407877466
49,8.833732027723014
50,10.064746189027057
51,11.977655466614586
52,13.253130329993326
53,8.9090809638474
54,8.437763713794489
55,7.0031928073127565
56,8.112190163702948
57,7.140111131236241
58,10.584619049198324
59,8.344024458157842
60,8.72722385149591
61,5.231870587256672
62,4.78558864444712
63,3.056736614171931
64,12.070318799303978
65,19.963881118055735
66,14.787844731496193
67,11.374764071777593
68,13.365488806414525
69,7.818996345064685
70,6.782266909659604
71,8.33448808609087
72,15.042516758518142
73,12.85131337058389
74,10.49712043850094
75,10.005606927415782
76,12.804633337676211
77,21.86497265646711
78,11.860250872285947
79,14.342741126859037
80,7.960140133173229
81,8.013365752574181
82,14.216429227409881
83,14.851733382403083
84,3.1841853611421733
85,7.147692558657582
86,4.962114207068185
87,9.969666371353057
88,24.555302747664204
89,14.373968846361947
