Id,Predicted
0,9.962087394080644
1,-2.3749099729430743
2,8.683741755667253
3,9.628847424856662
4,5.787204736082901
5,3.9566341360663086
6,6.2512882170561
7,8.411252623740623
8,8.463138412811869
9,3.933794155904123
10,2.9910535057583587
11,5.4365464864965745
12,-0.10608728924056265
13,0.33434832143288595
14,-0.1574922816308444
15,-2.0502304811121554
16,0.875899253560739
17,-4.520445416148322
18,-2.490451505666078
19,-1.9676419382088302
20,-2.3825368014223844
21,5.363108845817259
22,-0.19296743373971204
23,3.928559579281866
24,1.3055642430741958
25,9.682974194042487
26,5.098901245699799
27,8.694655974818946
28,3.954911531536326
29,9.963922433091906
30,0.2419835424681711
31,4.798224703760228
32,2.6222981729491774
33,10.24296332475555
34,7.638815540311704
35,11.7807053015127
36,7.850423214305722
37,8.373038499705231
38,8.83249498293048
39,6.872642324245813
40,2.9758508351717854
41,8.074328082398669
42,10.006697478044813
43,7.000582759376787
44,5.903923824190552
45,13.67769359683877
46,8.400888077406567
47,9.790336595117976
48,8.922655402944002
49,3.442480004426157
50,4.726155153207595
51,9.858783708519175
52,8.639342729908364
53,10.457890938570582
54,6.206040669447947
55,6.215850824201042
56,5.9455068314345345
57,4.167082236869769
58,7.2120188821480165
59,8.160406900893193
60,8.358084901174344
61,0.8606334145712555
62,-1.2448370421250186
63,-3.3345740512741404
64,12.277218187179402
65,18.880583358050863
66,13.596454931151934
67,6.9901225369743605
68,13.229910270902973
69,-0.3865745778469556
70,1.5260213817572126
71,7.272816672640804
72,12.277270752212793
73,9.00403120137715
74,6.013107550036082
75,5.867782013514304
76,16.494000923748498
77,19.045404324025135
78,13.520616363880848
79,9.368371831395539
80,4.751832634268341
81,5.741612201356983
82,9.37874909640297
83,13.371992569218358
84,-2.02837996477208
85,1.8869400565371386
86,2.291293617078429
87,5.722433310684388
88,19.380827808967133
89,8.568582836373448
