id,label
0,1
1,1
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,1
42,0
43,0
44,0
45,0
46,1
47,0
48,1
49,1
50,0
51,0
52,1
53,1
54,0
55,1
56,1
57,1
58,1
59,0
60,0
61,1
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,0
74,1
75,1
76,0
77,1
78,0
79,1
80,1
81,0
82,1
83,0
84,0
85,1
86,1
87,0
88,0
89,0
90,0
91,1
92,0
93,1
94,1
95,1
96,1
97,0
98,0
99,1
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,0
110,1
111,1
112,0
113,1
114,0
115,1
116,0
117,1
118,1
119,0
120,1
121,0
122,0
123,0
124,1
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,0
133,1
134,1
135,1
136,1
137,1
138,1
139,0
140,1
141,1
142,0
143,0
144,0
145,1
146,0
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,0
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,0
165,0
166,1
167,0
168,0
169,1
170,1
171,1
172,0
173,1
174,0
175,0
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,1
184,1
185,0
186,0
187,1
188,0
189,0
190,0
191,1
192,1
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,0
204,0
205,0
206,1
207,0
208,1
209,0
210,0
211,0
212,1
213,0
214,0
215,1
216,0
217,0
218,1
219,1
220,0
221,0
222,0
223,1
224,1
225,1
226,0
227,1
228,0
229,0
230,0
231,1
232,1
233,1
234,0
235,1
236,1
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,1
245,1
246,0
247,0
248,1
249,0
250,0
251,0
252,1
253,1
254,1
255,1
256,0
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,1
271,0
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,0
280,0
281,0
282,1
283,1
284,1
285,1
286,1
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,1
296,1
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,0
308,0
309,1
310,0
311,0
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,0
326,1
327,0
328,1
329,1
330,0
331,1
332,1
333,0
334,0
335,0
336,1
337,1
338,0
339,1
340,0
341,1
342,1
343,0
344,1
345,0
346,0
347,0
348,1
349,1
350,0
351,1
352,1
353,0
354,0
355,0
356,1
357,1
358,0
359,1
360,1
361,1
362,1
363,1
364,0
365,1
366,1
367,1
368,1
369,0
370,0
371,0
372,0
373,1
374,0
375,1
376,1
377,1
378,0
379,1
380,1
381,0
382,0
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,0
391,0
392,0
393,1
394,1
395,0
396,1
397,0
398,0
399,0
400,0
401,0
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,0
414,1
415,1
416,0
417,1
418,1
419,1
420,1
421,0
422,1
423,0
424,0
425,1
426,1
427,0
428,0
429,0
430,1
431,0
432,1
433,1
434,0
435,1
436,0
437,1
438,0
439,0
440,1
441,1
442,1
443,1
444,0
445,0
446,0
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,0
457,0
458,0
459,1
460,0
461,1
462,0
463,0
464,0
465,0
466,1
467,1
468,0
469,1
470,1
471,0
472,0
473,0
474,0
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,0
486,0
487,1
488,1
489,1
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,1
512,1
513,0
514,1
515,0
516,1
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,1
525,0
526,1
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,1
536,0
537,1
538,1
539,1
540,1
541,0
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,0
550,1
551,1
552,1
553,0
554,1
555,0
556,0
557,1
558,1
559,1
560,0
561,0
562,1
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,0
571,0
572,1
573,1
574,0
575,0
576,1
577,0
578,1
579,1
580,0
581,1
582,1
583,0
584,1
585,1
586,0
587,1
588,0
589,1
590,0
591,1
592,0
593,0
594,0
595,0
596,1
597,0
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,0
607,1
608,0
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,0
618,1
619,1
620,1
621,1
622,0
623,1
624,1
625,0
626,1
627,0
628,0
629,0
630,1
631,1
632,0
633,1
634,1
635,0
636,0
637,1
638,1
639,1
640,0
641,0
642,0
643,0
644,1
645,1
646,0
647,1
648,0
649,0
650,1
651,1
652,0
653,0
654,0
655,1
656,0
657,0
658,1
659,1
660,1
661,0
662,1
663,1
664,1
665,1
666,0
667,1
668,1
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,1
677,0
678,0
679,1
680,0
681,1
682,0
683,0
684,1
685,0
686,0
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,0
695,0
696,1
697,0
698,0
699,1
700,0
701,1
702,0
703,1
704,0
705,0
706,0
707,1
708,0
709,0
710,0
711,1
712,0
713,1
714,1
715,0
716,1
717,0
718,1
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,1
728,0
729,1
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,1
738,1
739,0
740,1
741,1
742,0
743,1
744,0
745,0
746,1
747,1
748,1
749,0
750,0
751,1
752,1
753,0
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,1
762,1
763,1
764,0
765,1
766,1
767,0
768,0
769,0
770,0
771,1
772,0
773,0
774,1
775,0
776,0
777,0
778,1
779,1
780,1
781,1
782,1
783,1
784,0
785,0
786,1
787,0
788,0
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,0
803,0
804,1
805,1
806,1
807,1
808,0
809,1
810,0
811,1
812,0
