id,label
0,5
1,6
2,6
3,6
4,0
5,0
6,2
7,3
8,4
9,3
10,2
11,3
12,4
13,4
14,3
15,0
16,0
17,0
18,6
19,2
20,3
21,3
22,3
23,3
24,2
25,3
26,3
27,6
28,6
29,5
30,6
31,3
32,4
33,3
34,4
35,0
36,2
37,6
38,3
39,4
40,4
41,3
42,4
43,2
44,2
45,3
46,6
47,4
48,6
49,3
50,3
51,4
52,5
53,6
54,3
55,0
56,0
57,6
58,3
59,3
60,0
61,3
62,3
63,0
64,6
65,4
66,4
67,3
68,3
69,3
70,5
71,6
72,5
73,2
74,3
75,4
76,0
77,3
78,6
79,6
80,6
81,0
82,0
83,3
84,5
85,0
86,5
87,2
88,0
89,3
90,6
91,3
92,5
93,2
94,6
95,3
96,0
97,4
98,0
99,0
100,3
101,6
102,6
103,6
104,4
105,3
106,0
107,4
108,3
109,5
110,3
111,6
112,5
113,4
114,6
115,0
116,0
117,2
118,6
119,4
120,6
121,4
122,4
123,3
124,1
125,5
126,5
127,3
128,0
129,3
130,4
131,3
132,0
133,6
134,4
135,0
136,4
137,3
138,5
139,2
140,6
141,3
142,5
143,5
144,4
145,6
146,5
147,0
148,6
149,6
150,5
151,4
152,2
153,5
154,0
155,5
156,3
157,5
158,5
159,3
160,6
161,6
162,6
163,3
164,4
165,4
166,0
167,2
168,5
169,2
170,4
171,6
172,5
173,3
174,1
175,5
176,0
177,6
178,5
179,3
180,6
181,3
182,3
183,4
184,3
185,3
186,6
187,3
188,4
189,6
190,3
191,3
192,0
193,0
194,3
195,4
196,3
197,6
198,2
199,0
200,6
201,2
202,6
203,3
204,4
205,4
206,3
207,3
208,4
209,4
210,4
211,6
212,4
213,0
214,3
215,0
216,5
217,2
218,6
219,4
220,4
221,3
222,4
223,4
224,5
225,4
226,0
227,4
228,6
229,6
230,4
231,0
232,2
233,6
234,3
235,6
236,6
237,0
238,4
239,4
240,6
241,3
242,0
243,4
244,2
245,6
246,3
247,6
248,2
249,2
250,5
251,5
252,3
253,3
254,6
255,6
256,3
257,6
258,6
259,4
260,6
261,0
262,5
263,3
264,6
265,3
266,6
267,4
268,6
269,5
270,6
271,2
272,6
273,2
274,4
275,4
276,5
277,3
278,3
279,2
280,3
281,2
282,6
283,3
284,5
285,4
286,0
287,4
288,5
289,4
290,4
291,3
292,4
293,0
294,4
295,0
296,6
297,2
298,6
299,3
300,3
301,3
302,6
303,6
304,4
305,0
306,5
307,5
308,6
309,3
310,0
311,4
312,6
313,3
314,5
315,0
316,6
317,4
318,4
319,0
320,3
321,6
322,4
323,2
324,6
325,0
326,6
327,2
328,3
329,6
330,3
331,4
332,2
333,6
334,3
335,0
336,3
337,5
338,0
339,3
340,5
341,4
342,3
343,6
344,4
345,3
346,6
347,6
348,3
349,4
350,6
351,0
352,0
353,5
354,5
355,6
356,5
357,3
358,3
359,3
360,0
361,5
362,3
363,5
364,3
365,4
366,4
367,4
368,2
369,4
370,5
371,6
372,6
373,6
374,4
