id,label
0,2
1,4
2,6
3,6
4,0
5,6
6,5
7,6
8,4
9,3
10,1
11,3
12,4
13,4
14,3
15,0
16,0
17,0
18,6
19,2
20,3
21,3
22,3
23,3
24,2
25,3
26,3
27,6
28,4
29,5
30,6
31,3
32,4
33,3
34,4
35,0
36,4
37,6
38,3
39,6
40,4
41,3
42,4
43,3
44,0
45,3
46,0
47,6
48,6
49,3
50,3
51,4
52,6
53,2
54,3
55,0
56,0
57,6
58,3
59,3
60,0
61,3
62,3
63,4
64,0
65,4
66,4
67,3
68,3
69,3
70,5
71,6
72,5
73,2
74,3
75,4
76,0
77,3
78,6
79,6
80,6
81,3
82,0
83,3
84,5
85,0
86,2
87,2
88,0
89,3
90,6
91,3
92,5
93,5
94,6
95,3
96,0
97,6
98,3
99,0
100,3
101,6
102,6
103,6
104,4
105,6
106,5
107,0
108,3
109,3
110,3
111,6
112,3
113,4
114,6
115,3
116,0
117,3
118,6
119,4
120,6
121,2
122,4
123,3
124,1
125,5
126,5
127,3
128,2
129,3
130,6
131,3
132,0
133,6
134,4
135,3
136,4
137,6
138,2
139,2
140,6
141,3
142,5
143,5
144,0
145,6
146,5
147,0
148,4
149,6
150,5
151,4
152,2
153,5
154,0
155,5
156,3
157,6
158,4
159,3
160,6
161,6
162,3
163,3
164,4
165,4
166,0
167,6
168,5
169,6
170,6
171,3
172,5
173,3
174,1
175,5
176,5
177,6
178,5
179,3
180,6
181,3
182,3
183,4
184,3
185,3
186,6
187,3
188,6
189,4
190,3
191,3
192,0
193,0
194,0
195,0
196,3
197,6
198,2
199,0
200,6
201,4
202,6
203,3
204,4
205,4
206,3
207,3
208,2
209,4
210,4
211,0
212,4
213,0
214,3
215,0
216,5
217,2
218,6
219,4
220,3
221,6
222,6
223,4
224,6
225,4
226,0
227,4
228,0
229,6
230,4
231,4
232,6
233,6
234,3
235,6
236,6
237,0
238,4
239,4
240,6
241,3
242,0
243,4
244,2
245,6
246,3
247,6
248,2
249,4
250,5
251,5
252,3
253,3
254,0
255,0
256,3
257,6
258,4
259,4
260,6
261,0
262,5
263,3
264,6
265,3
266,6
267,0
268,6
269,2
270,2
271,2
272,6
273,6
274,4
275,4
276,5
277,3
278,3
279,2
280,3
281,2
282,6
283,3
284,6
285,4
286,0
287,4
288,5
289,4
290,4
291,3
292,4
293,0
294,4
295,0
296,6
297,4
298,6
299,3
300,3
301,3
302,6
303,6
304,4
305,0
306,5
307,5
308,6
309,3
310,0
311,6
312,6
313,3
314,5
315,0
316,6
317,4
318,4
319,0
320,3
321,6
322,4
323,0
324,6
325,0
326,6
327,0
328,2
329,6
330,3
331,4
332,2
333,6
334,6
335,0
336,3
337,3
338,6
339,3
340,5
341,4
342,3
343,6
344,4
345,3
346,6
347,6
348,3
349,0
350,6
351,2
352,4
353,5
354,5
355,4
356,5
357,3
358,3
359,3
360,2
361,2
362,3
363,5
364,3
365,4
366,4
367,4
368,2
369,4
370,0
371,6
372,6
373,6
374,4
375,6
376,5
377,3
378,3
379,5
380,6
381,4
382,2
383,6
384,2
385,6
386,5
387,4
388,5
389,4
390,3
391,5
392,3
393,6
394,5
395,0
396,3
397,1
398,2
399,3
400,3
401,1
402,6
403,6
404,6
405,5
406,5
407,6
408,3
409,4
410,3
411,0
412,3
413,2
414,6
415,4
416,6
417,0
418,3
419,3
420,6
421,6
422,0
423,3
424,6
425,0
426,0
427,2
428,4
429,0
430,5
431,3
432,0
433,0
434,3
435,6
436,0
437,0
438,5
439,3
440,1
441,3
442,6
443,4
444,6
445,4
446,4
447,5
448,4
449,4
450,0
451,6
452,6
453,6
454,4
455,3
456,6
457,4
458,5
459,3
460,3
461,6
462,6
463,3
464,4
465,0
466,3
467,4
468,0
469,2
470,4
471,3
472,0
473,6
474,5
475,3
476,3
477,6
478,6
479,6
480,3
481,6
482,6
483,0
484,6
485,2
486,6
487,3
488,0
489,5
490,0
491,2
492,3
493,3
494,4
495,6
496,3
497,6
498,5
499,6
500,3
501,4
502,6
503,3
504,0
505,6
506,3
507,6
508,0
509,6
510,3
511,6
512,6
513,0
514,3
515,4
516,6
517,3
518,3
519,3
520,0
521,4
522,0
523,0
524,3
525,3
526,0
527,5
528,3
529,6
530,3
531,5
532,3
533,6
534,0
535,4
536,2
537,3
538,3
539,2
540,5
541,3
542,0
543,4
544,3
545,1
546,3
547,6
548,3
549,3
550,0
551,0
552,4
553,3
554,6
555,0
556,4
557,0
558,0
559,0
560,2
561,3
562,4
563,3
564,5
565,3
566,3
567,4
568,4
569,3
570,3
571,3
572,3
573,0
574,0
575,0
576,3
577,4
578,0
579,6
580,4
581,0
582,2
583,5
584,4
585,0
586,3
587,6
588,4
589,3
590,0
591,3
592,3
593,6
594,0
595,0
596,3
597,3
598,2
599,5
600,6
601,0
602,5
603,1
604,6
605,6
606,2
607,0
608,6
609,3
610,0
611,3
612,6
613,3
614,4
615,0
616,4
617,3
618,2
619,3
620,6
621,6
622,2
623,0
624,0
625,3
626,0
627,6
628,2
629,3
630,4
631,6
632,0
633,5
634,0
635,4
636,3
637,4
638,3
639,6
640,6
641,0
642,4
643,4
644,6
645,0
646,3
647,6
648,3
649,4
650,6
651,4
652,6
653,4
654,4
655,4
656,3
657,6
658,0
659,4
660,6
661,6
662,3
663,6
664,3
665,6
666,6
667,0
668,2
669,6
670,0
671,4
672,6
673,6
674,2
675,4
676,0
677,3
678,4
679,6
680,5
681,5
682,0
683,3
684,0
685,3
686,6
687,5
688,6
689,4
690,6
691,3
692,2
693,0
694,3
695,3
696,3
697,6
698,3
699,3
700,0
701,3
702,2
703,0
704,0
705,2
706,4
707,0
708,3
709,6
710,6
711,5
712,0
713,6
714,0
715,6
716,0
717,3
718,4
719,6
720,6
721,3
722,6
723,5
724,2
725,6
726,5
727,0
728,0
729,2
730,2
731,3
732,3
733,5
734,3
735,3
736,6
737,6
738,0
739,4
740,1
741,4
742,0
743,3
744,0
745,2
746,3
747,6
748,5
749,4
750,6
751,6
752,3
753,0
754,4
755,6
756,0
757,3
758,0
759,6
760,4
761,6
762,6
763,0
764,2
765,0
766,3
767,4
768,5
769,4
770,5
771,5
772,3
773,3
774,0
775,5
776,5
777,5
778,6
779,4
780,3
781,6
782,4
783,4
784,4
785,2
786,3
787,0
788,0
789,6
790,4
791,4
792,0
793,3
794,0
795,5
796,4
797,5
798,6
799,3
800,6
801,3
802,5
803,6
804,5
805,6
806,3
807,3
808,0
809,6
810,6
811,6
812,6
813,3
814,3
815,3
816,6
817,4
818,6
819,3
820,3
821,2
822,5
823,4
824,5
825,4
826,0
827,4
828,3
829,3
830,6
831,0
832,4
833,5
834,0
835,3
836,0
837,0
838,0
839,5
840,6
841,4
842,3
843,6
844,0
845,6
846,3
847,2
848,0
849,3
850,4
851,4
852,0
853,3
854,3
855,6
856,3
857,6
858,4
859,3
860,3
861,3
862,3
863,4
864,4
865,3
866,5
867,3
868,0
869,4
870,6
871,3
872,5
873,5
874,3
875,3
876,3
877,6
878,2
879,0
880,2
881,4
882,6
883,4
884,5
885,6
886,5
887,6
888,6
889,6
890,6
891,4
892,5
893,0
894,3
895,6
896,6
897,3
898,6
899,4
900,0
901,0
902,6
903,6
904,5
905,0
906,0
907,6
908,2
909,0
910,3
911,0
912,5
913,2
914,6
915,6
916,0
917,0
918,4
919,6
920,3
921,6
922,4
923,2
924,4
925,3
926,0
927,6
928,0
929,6
930,0
931,2
932,3
933,5
934,1
935,6
936,0
937,6
938,1
939,0
940,3
941,2
942,5
943,3
944,6
945,6
946,3
947,6
948,6
949,5
950,0
951,3
952,6
953,5
954,3
955,4
956,5
957,4
958,5
959,5
960,3
