id,label
0,6
1,5
2,5
3,0
4,5
5,1
6,6
7,1
8,4
9,0
10,0
11,0
12,3
13,0
14,7
15,3
16,4
17,9
18,0
19,6
20,6
21,5
22,4
23,3
24,2
25,6
26,5
27,5
28,9
29,5
30,0
31,6
32,7
33,7
34,2
35,9
36,4
37,1
38,2
39,2
40,1
41,0
42,0
43,6
44,4
45,2
46,1
47,3
48,1
49,2
50,4
51,7
52,0
53,0
54,9
55,8
56,9
57,7
58,2
59,9
60,0
61,7
62,1
63,3
64,9
65,6
66,5
67,8
68,0
69,6
70,2
71,1
72,7
73,1
74,2
75,7
76,4
77,3
78,4
79,6
80,3
81,4
82,9
83,3
84,0
85,1
86,3
87,9
88,3
89,7
90,3
91,1
92,3
93,6
94,6
95,1
96,7
97,6
98,8
99,1
100,8
101,3
102,0
103,9
104,8
105,7
106,1
107,2
108,3
109,4
110,7
111,2
112,8
113,7
114,2
115,8
116,6
117,4
118,9
119,1
120,6
121,1
122,8
123,6
124,2
125,7
126,8
127,5
128,4
129,3
130,6
131,2
132,5
133,3
134,7
135,4
136,0
137,1
138,5
139,4
140,1
141,1
142,1
143,4
144,7
145,3
146,7
147,9
148,5
149,1
150,1
151,8
152,1
153,5
154,1
155,1
156,7
157,1
158,2
159,8
160,6
161,3
162,4
163,3
164,7
165,2
166,3
167,4
168,0
169,6
170,6
171,7
172,4
173,1
174,8
175,2
176,3
177,3
178,1
179,2
180,3
181,4
182,8
183,6
184,0
185,2
186,7
187,2
188,6
189,9
190,6
191,2
192,2
193,4
194,8
195,6
196,8
197,0
198,1
199,5
200,2
201,3
202,8
203,3
204,4
205,3
206,4
207,4
208,2
209,5
210,6
211,6
212,8
213,4
214,4
215,5
216,9
217,5
218,6
219,1
220,0
221,0
222,0
223,4
224,2
225,0
226,4
227,7
228,2
229,8
230,7
231,2
232,0
233,1
234,6
235,0
236,5
237,8
238,3
239,9
240,8
241,0
242,8
243,9
244,0
245,4
246,1
247,6
248,0
249,4
250,9
251,0
252,2
253,5
254,6
255,6
256,3
257,3
258,5
259,5
260,1
261,6
262,6
263,2
264,2
265,0
266,8
267,2
268,5
269,5
270,8
271,2
272,1
273,8
274,1
275,1
276,9
277,0
278,9
279,0
280,4
281,1
282,4
283,0
284,0
285,5
286,0
287,0
288,9
289,1
290,8
291,9
292,3
293,5
294,4
295,3
296,4
297,9
298,0
299,6
300,8
301,9
302,1
303,9
304,3
305,5
306,0
307,1
308,6
309,5
310,3
311,4
312,1
313,2
