id,label
0,5
1,4
2,3
3,0
4,3
5,7
6,4
7,4
8,1
9,0
10,0
11,0
12,1
13,0
14,1
15,3
16,1
17,2
18,0
19,6
20,1
21,3
22,3
23,3
24,2
25,6
26,1
27,1
28,9
29,3
30,3
31,4
32,1
33,1
34,2
35,9
36,3
37,3
38,1
39,2
40,1
41,9
42,0
43,9
44,8
45,2
46,1
47,1
48,4
49,2
50,5
51,3
52,0
53,0
54,2
55,8
56,2
57,7
58,2
59,8
60,0
61,7
62,1
63,1
64,9
65,9
66,1
67,8
68,0
69,3
70,0
71,1
72,1
73,1
74,2
75,7
76,4
77,3
78,1
79,1
80,3
81,3
82,0
83,1
84,0
85,2
86,0
87,8
88,3
89,1
90,1
91,1
92,3
93,1
94,1
95,3
96,4
97,6
98,2
99,4
100,8
101,3
102,0
103,2
104,8
105,6
106,1
107,2
108,3
109,4
110,4
111,2
112,8
113,7
114,2
115,1
116,1
117,3
118,8
119,1
120,3
121,7
122,8
123,1
124,2
125,5
126,0
127,5
128,1
129,3
130,6
131,2
132,5
133,3
134,1
135,4
136,0
137,1
138,5
139,3
140,7
141,1
142,1
143,8
144,3
145,5
146,3
147,9
148,0
149,3
150,2
151,8
152,1
153,3
154,0
155,1
156,6
157,1
158,2
159,8
160,6
161,7
162,4
163,3
164,2
165,2
166,2
167,1
168,3
169,6
170,2
171,1
172,3
173,1
174,9
175,2
176,3
177,1
178,3
179,2
180,8
181,1
182,8
183,2
184,8
185,3
186,1
187,2
188,0
189,9
190,5
191,2
192,8
193,3
194,8
195,1
196,8
197,8
198,1
199,3
200,2
201,1
202,0
203,1
204,4
205,9
206,5
207,4
208,2
209,3
210,5
211,9
212,8
213,0
214,4
215,3
216,9
217,7
218,1
219,1
220,8
221,0
222,0
223,1
224,2
225,1
226,4
227,7
228,2
229,8
230,1
231,2
232,8
233,1
234,6
235,3
236,7
237,0
238,7
239,2
240,8
241,0
242,9
243,9
244,0
245,1
246,4
247,6
248,0
249,4
250,0
251,2
252,9
253,6
254,4
255,3
256,1
257,3
258,1
259,3
260,1
261,1
262,1
263,9
264,2
265,8
266,8
267,2
268,3
269,1
270,0
271,2
272,1
273,8
274,1
275,1
276,2
277,0
278,2
279,0
280,6
281,8
282,8
283,0
284,0
285,3
286,2
287,0
288,2
289,1
290,8
291,7
292,1
293,1
294,0
295,3
296,4
297,2
298,0
299,0
300,8
301,9
302,4
303,9
304,3
305,7
306,0
307,1
308,6
309,1
310,1
311,3
312,3
313,2
314,4
315,2
316,3
317,2
318,9
319,3
320,8
321,3
322,1
323,3
324,3
325,0
326,3
327,4
328,0
329,2
330,5
331,1
332,2
333,3
334,8
335,1
336,3
337,1
338,8
339,0
340,2
341,2
342,6
343,1
344,3
345,5
346,4
347,9
348,8
349,1
350,6
351,5
352,2
353,3
354,7
355,4
356,6
357,6
358,3
359,0
360,1
361,1
362,8
363,3
364,3
365,4
366,0
367,5
368,4
369,2
370,3
371,2
372,3
373,3
374,0
375,8
376,1
377,1
378,1
379,0
380,2
381,2
382,1
383,1
384,1
385,1
386,3
387,7
388,0
389,0
390,9
391,4
392,0
393,1
394,3
395,7
396,4
397,0
398,1
399,2
400,1
401,1
402,9
403,3
404,0
405,8
406,2
407,2
408,1
409,2
410,3
411,7
412,4
413,8
414,8
415,7
416,3
417,2
418,0
419,2
420,2
421,4
422,3
423,3
424,8
425,9
426,2
427,2
428,1
429,2
430,0
431,6
432,2
433,1
434,2
435,3
436,1
437,2
438,4
439,2
440,3
441,8
442,0
443,7
444,0
445,4
446,3
447,4
448,2
449,6
450,1
451,4
452,8
453,8
454,5
455,9
456,0
457,3
458,1
459,2
460,9
461,6
462,8
463,7
464,7
465,4
466,7
467,2
468,7
469,1
470,2
471,2
472,9
473,3
474,1
475,6
476,5
477,0
478,6
479,1
480,0
481,6
482,0
483,7
484,0
485,2
486,9
487,8
488,6
489,1
490,3
491,0
492,2
493,1
494,8
495,4
496,6
497,2
498,4
499,5
500,6
501,5
502,9
503,7
504,4
505,3
506,4
507,3
508,8
509,3
510,3
511,4
512,0
513,5
514,2
515,2
516,3
517,2
518,9
519,2
520,7
521,7
522,4
523,1
524,0
525,1
526,8
527,0
528,4
529,2
530,3
531,5
532,0
533,3
534,1
535,0
536,3
537,4
538,3
539,2
540,1
541,3
542,4
543,6
544,0
545,6
546,3
547,1
548,9
549,2
550,0
551,0
552,2
553,8
554,6
555,2
556,8
557,1
558,5
559,5
560,0
561,4
562,0
563,4
564,7
565,2
566,1
567,4
568,3
569,0
570,2
571,3
572,4
573,1
574,1
575,9
576,7
577,3
578,6
579,1
580,3
581,2
582,2
583,1
584,2
585,0
586,7
587,3
588,0
589,3
590,3
591,2
592,2
593,3
594,4
595,1
596,2
597,0
598,1
599,3
600,6
601,1
602,2
603,2
604,1
605,6
606,4
607,4
608,1
